lat,lon,counts
40.76224486711165,-73.9792871763928,269.0
40.73528249691621,-73.99040315158283,260.0
40.756489872673846,-73.98626804351807,303.0
40.76117085825042,-74.01128768920898,345.0
40.74218830848454,-73.98792418909154,405.0
40.773839,-73.87122,434.0
40.75722129839836,-73.99154663085938,444.0
40.645089355976346,-73.7845230102539,588.0
40.75280620914171,-73.97717535495758,691.0
40.750794799423865,-73.99357639021292,806.0
40.791881646152014,-74.1958236694336,1.0
40.76176568510127,-74.07592293058784,1.0
40.742138,-74.000245,1.0
40.72993391333697,-73.98683377620732,1.0
40.73158602282826,-74.04173121429527,1.0
40.80198646064397,-74.17007866424838,1.0
40.73228684173736,-73.99658988168842,1.0
40.76242917082409,-73.97957376418573,1.0
40.867483685446494,-73.88361268653817,1.0
40.787551,-73.728799,1.0
40.66322512660545,-73.94018127716367,1.0
40.87378516256055,-73.80872160133205,1.0
40.721286,-73.99472503333334,1.0
40.87838277269712,-73.90335873037446,1.0
40.70195405,-73.75149242,1.0
40.74692576,-74.02552702,1.0
40.765887,-73.976515,1.0
40.75212630015821,-73.90994986995324,1.0
40.76048438182425,-73.97402383095101,1.0
40.657483,-73.959002,1.0
40.79028686044855,-74.05822547197857,1.0
40.729424,-73.74359042515488,1.0
40.70533724173047,-73.80038074660628,1.0
40.596208014897016,-73.9482693601398,1.0
40.67852100703395,-74.00341312154474,1.0
40.73142364029646,-74.17738295236244,1.0
40.75810221550426,-73.9757341687067,1.0
40.753064,-73.780143,1.0
40.86367416381836,-74.03498840332031,1.0
40.68425380469997,-73.99184962417858,1.0
