lat,lon,geometry
-73.94710984026015,40.70507145961368,POINT (-73.94710984026015 40.70507145961368)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94849791666667,40.70539146666667,POINT (-73.94849791666667 40.70539146666667)
-73.94550831374869,40.70615640017287,POINT (-73.94550831374869 40.70615640017287)
-73.94430859523969,40.70246445388422,POINT (-73.94430859523969 40.70246445388422)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94455432891846,40.7037572732322,POINT (-73.94455432891846 40.7037572732322)
-73.94483096162915,40.70285912634713,POINT (-73.94483096162915 40.70285912634713)
-74.00015652179718,40.71814377480724,POINT (-74.00015652179718 40.71814377480724)
-73.95790636539459,40.708411471755454,POINT (-73.95790636539459 40.708411471755454)
-73.95348072052002,40.70681537653545,POINT (-73.95348072052002 40.70681537653545)
-73.94740149378777,40.70386504122757,POINT (-73.94740149378777 40.70386504122757)
-73.94710984026015,40.70507145961368,POINT (-73.94710984026015 40.70507145961368)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.95807266235352,40.71343536379427,POINT (-73.95807266235352 40.71343536379427)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94938295189516,40.70541414411096,POINT (-73.94938295189516 40.70541414411096)
-73.9900016784668,40.705888200473375,POINT (-73.9900016784668 40.705888200473375)
-73.99103164672852,40.707149,POINT (-73.99103164672852 40.707149)
-74.00015652179718,40.71814377480724,POINT (-74.00015652179718 40.71814377480724)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.98802757263184,40.75650612666626,POINT (-73.98802757263184 40.75650612666626)
-73.98626804351807,40.756489872673846,POINT (-73.98626804351807 40.756489872673846)
-73.97867843935826,40.75866919513504,POINT (-73.97867843935826 40.75866919513504)
-73.98214817047119,40.75762764254582,POINT (-73.98214817047119 40.75762764254582)
-73.98626804351807,40.756489872673846,POINT (-73.98626804351807 40.756489872673846)
-73.98626804351807,40.756489872673846,POINT (-73.98626804351807 40.756489872673846)
-73.98071587121497,40.75966229923835,POINT (-73.98071587121497 40.75966229923835)
-73.98214817047119,40.75762764254582,POINT (-73.98214817047119 40.75762764254582)
-73.98802757263184,40.75650612666626,POINT (-73.98802757263184 40.75650612666626)
-73.98802757263184,40.75650612666626,POINT (-73.98802757263184 40.75650612666626)
-73.97859808949039,40.7587486226439,POINT (-73.97859808949039 40.7587486226439)
-73.98626804351807,40.756489872673846,POINT (-73.98626804351807 40.756489872673846)
-73.98297710832779,40.75645382782042,POINT (-73.98297710832779 40.75645382782042)
-73.98214817047119,40.75762764254582,POINT (-73.98214817047119 40.75762764254582)
-73.98802757263184,40.75650612666626,POINT (-73.98802757263184 40.75650612666626)
-73.98189067840576,40.76799670467506,POINT (-73.98189067840576 40.76799670467506)
-73.98165136086156,40.75862338913814,POINT (-73.98165136086156 40.75862338913814)
-73.98214817047119,40.75762764254582,POINT (-73.98214817047119 40.75762764254582)
-73.98297710832779,40.75645382782042,POINT (-73.98297710832779 40.75645382782042)
-73.98214817047119,40.75762764254582,POINT (-73.98214817047119 40.75762764254582)
-73.98626804351807,40.756489872673846,POINT (-73.98626804351807 40.756489872673846)
-73.98802757263184,40.75650612666626,POINT (-73.98802757263184 40.75650612666626)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.9758825302124,40.76039071687837,POINT (-73.9758825302124 40.76039071687837)
-73.98214817047119,40.75762764254582,POINT (-73.98214817047119 40.75762764254582)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.98214817047119,40.75762764254582,POINT (-73.98214817047119 40.75762764254582)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94938295189516,40.70541414411096,POINT (-73.94938295189516 40.70541414411096)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.95807266235352,40.71343536379427,POINT (-73.95807266235352 40.71343536379427)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94938295189516,40.70541414411096,POINT (-73.94938295189516 40.70541414411096)
-73.94938295189516,40.70541414411096,POINT (-73.94938295189516 40.70541414411096)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94554138183594,40.746639222374434,POINT (-73.94554138183594 40.746639222374434)
-73.98105448455763,40.74486701343495,POINT (-73.98105448455763 40.74486701343495)
-73.99056762456905,40.73573434642415,POINT (-73.99056762456905 40.73573434642415)
-73.99107992649078,40.73005968971253,POINT (-73.99107992649078 40.73005968971253)
-74.00015652179718,40.71814377480724,POINT (-74.00015652179718 40.71814377480724)
-73.97236347198486,40.713565479798646,POINT (-73.97236347198486 40.713565479798646)
-73.95348072052002,40.70681537653545,POINT (-73.95348072052002 40.70681537653545)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94483096162915,40.70285912634713,POINT (-73.94483096162915 40.70285912634713)
-73.94740149378777,40.70386504122757,POINT (-73.94740149378777 40.70386504122757)
-73.95191434021758,40.70678583835775,POINT (-73.95191434021758 40.70678583835775)
-73.95018657082707,40.70701805107019,POINT (-73.95018657082707 40.70701805107019)
-73.95790636539459,40.708411471755454,POINT (-73.95790636539459 40.708411471755454)
-73.98811340332031,40.71860727913039,POINT (-73.98811340332031 40.71860727913039)
-74.00021553039551,40.73158408988183,POINT (-74.00021553039551 40.73158408988183)
-73.94938295189516,40.70541414411096,POINT (-73.94938295189516 40.70541414411096)
-73.94740149378777,40.70386504122757,POINT (-73.94740149378777 40.70386504122757)
-74.00015652179718,40.71814377480724,POINT (-74.00015652179718 40.71814377480724)
-73.98802757263184,40.75650612666626,POINT (-73.98802757263184 40.75650612666626)
-73.94938295189516,40.70541414411096,POINT (-73.94938295189516 40.70541414411096)
-74.00015652179718,40.71814377480724,POINT (-74.00015652179718 40.71814377480724)
-73.99407863616943,40.72026611026408,POINT (-73.99407863616943 40.72026611026408)
-73.97236347198486,40.713565479798646,POINT (-73.97236347198486 40.713565479798646)
-73.95807266235352,40.71343536379427,POINT (-73.95807266235352 40.71343536379427)
-73.97225618362427,40.71346789281921,POINT (-73.97225618362427 40.71346789281921)
-73.96920266286533,40.712183695842434,POINT (-73.96920266286533 40.712183695842434)
-73.95790636539459,40.708411471755454,POINT (-73.95790636539459 40.708411471755454)
-73.94710984026015,40.70507145961368,POINT (-73.94710984026015 40.70507145961368)
-73.94335570346881,40.70823025416348,POINT (-73.94335570346881 40.70823025416348)
-73.9663553237915,40.76464887712308,POINT (-73.9663553237915 40.76464887712308)
-73.9731399591735,40.76391037649066,POINT (-73.9731399591735 40.76391037649066)
-73.9731399591735,40.76391037649066,POINT (-73.9731399591735 40.76391037649066)
-73.96796464920044,40.7625685886431,POINT (-73.96796464920044 40.7625685886431)
-73.94740149378777,40.70386504122757,POINT (-73.94740149378777 40.70386504122757)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.95348072052002,40.70681537653545,POINT (-73.95348072052002 40.70681537653545)
-73.95790636539459,40.708411471755454,POINT (-73.95790636539459 40.708411471755454)
-73.97236347198486,40.713565479798646,POINT (-73.97236347198486 40.713565479798646)
-73.96920266286533,40.712183695842434,POINT (-73.96920266286533 40.712183695842434)
-73.98811340332031,40.71860727913039,POINT (-73.98811340332031 40.71860727913039)
-73.99407863616943,40.72026611026408,POINT (-73.99407863616943 40.72026611026408)
-74.00015652179718,40.71814377480724,POINT (-74.00015652179718 40.71814377480724)
-74.00755405426025,40.71037756449118,POINT (-74.00755405426025 40.71037756449118)
-74.0044105052948,40.71306941116871,POINT (-74.0044105052948 40.71306941116871)
-74.00015652179718,40.71814377480724,POINT (-74.00015652179718 40.71814377480724)
-73.94740149378777,40.70386504122757,POINT (-73.94740149378777 40.70386504122757)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.95194304057539,40.70706694230483,POINT (-73.95194304057539 40.70706694230483)
-73.95348072052002,40.70681537653545,POINT (-73.95348072052002 40.70681537653545)
-73.95790636539459,40.708411471755454,POINT (-73.95790636539459 40.708411471755454)
-73.95807266235352,40.71343536379427,POINT (-73.95807266235352 40.71343536379427)
-73.96920266286533,40.712183695842434,POINT (-73.96920266286533 40.712183695842434)
-74.00015652179718,40.71814377480724,POINT (-74.00015652179718 40.71814377480724)
-73.94938295189516,40.70541414411096,POINT (-73.94938295189516 40.70541414411096)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.99320973426613,40.73939794092962,POINT (-73.99320973426613 40.73939794092962)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94938295189516,40.70541414411096,POINT (-73.94938295189516 40.70541414411096)
-73.94710984026015,40.70507145961368,POINT (-73.94710984026015 40.70507145961368)
-73.95124912261963,40.71263839771908,POINT (-73.95124912261963 40.71263839771908)
-73.94966125488281,40.74457462719722,POINT (-73.94966125488281 40.74457462719722)
-73.94554138183594,40.746639222374434,POINT (-73.94554138183594 40.746639222374434)
-73.94837379455566,40.745306184001095,POINT (-73.94837379455566 40.745306184001095)
-73.9438247680664,40.74722445029306,POINT (-73.9438247680664 40.74722445029306)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-74.00021553039551,40.73158408988183,POINT (-74.00021553039551 40.73158408988183)
-73.99621367454529,40.73822396962131,POINT (-73.99621367454529 40.73822396962131)
-73.98802757263184,40.75650612666626,POINT (-73.98802757263184 40.75650612666626)
-73.97859808949039,40.7587486226439,POINT (-73.97859808949039 40.7587486226439)
-73.97951637169363,40.7588958925549,POINT (-73.97951637169363 40.7588958925549)
-73.98071587121497,40.75966229923835,POINT (-73.98071587121497 40.75966229923835)
-73.98035645484924,40.7595293001434,POINT (-73.98035645484924 40.7595293001434)
-73.97995948791504,40.75931800754125,POINT (-73.97995948791504 40.75931800754125)
-73.98802757263184,40.75650612666626,POINT (-73.98802757263184 40.75650612666626)
-73.98626804351807,40.756489872673846,POINT (-73.98626804351807 40.756489872673846)
-73.97859808949039,40.7587486226439,POINT (-73.97859808949039 40.7587486226439)
-73.98802757263184,40.75650612666626,POINT (-73.98802757263184 40.75650612666626)
-73.98626804351807,40.756489872673846,POINT (-73.98626804351807 40.756489872673846)
-73.97859808949039,40.7587486226439,POINT (-73.97859808949039 40.7587486226439)
-73.98214817047119,40.75762764254582,POINT (-73.98214817047119 40.75762764254582)
-73.98626804351807,40.756489872673846,POINT (-73.98626804351807 40.756489872673846)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.98626804351807,40.756489872673846,POINT (-73.98626804351807 40.756489872673846)
-73.98214817047119,40.75762764254582,POINT (-73.98214817047119 40.75762764254582)
-73.98214817047119,40.75762764254582,POINT (-73.98214817047119 40.75762764254582)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-74.00015652179718,40.71814377480724,POINT (-74.00015652179718 40.71814377480724)
-73.99407863616943,40.72026611026408,POINT (-73.99407863616943 40.72026611026408)
-73.98811340332031,40.71860727913039,POINT (-73.98811340332031 40.71860727913039)
-73.95790636539459,40.708411471755454,POINT (-73.95790636539459 40.708411471755454)
-73.95348072052002,40.70681537653545,POINT (-73.95348072052002 40.70681537653545)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94938295189516,40.70541414411096,POINT (-73.94938295189516 40.70541414411096)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.94938295189516,40.70541414411096,POINT (-73.94938295189516 40.70541414411096)
-73.95807266235352,40.71343536379427,POINT (-73.95807266235352 40.71343536379427)
-73.94483327865599,40.70956429635586,POINT (-73.94483327865599 40.70956429635586)
-73.97588549950576,40.75163299987047,POINT (-73.97588549950576 40.75163299987047)
-73.99322121194734,40.75245188776277,POINT (-73.99322121194734 40.75245188776277)
-73.99143642426719,40.75047700512639,POINT (-73.99143642426719 40.75047700512639)
-73.9934992790222,40.75044987008408,POINT (-73.9934992790222 40.75044987008408)
-73.99357639021292,40.750794799423865,POINT (-73.99357639021292 40.750794799423865)
-73.99144216316094,40.75068531474543,POINT (-73.99144216316094 40.75068531474543)
-73.99179797423834,40.75047238765682,POINT (-73.99179797423834 40.75047238765682)
-73.99234890621727,40.75068694343106,POINT (-73.99234890621727 40.75068694343106)
-73.99364948272705,40.750816986608754,POINT (-73.99364948272705 40.750816986608754)
-73.99047374725342,40.73694970065323,POINT (-73.99047374725342 40.73694970065323)
-73.99040315158283,40.73528249691621,POINT (-73.99040315158283 40.73528249691621)
-73.9902656863517,40.73676809566895,POINT (-73.9902656863517 40.73676809566895)
