lat,lon,geometry
-73.99764060974121,40.73083612189599,POINT (-73.99764060974121 40.73083612189599)
-73.99718999862671,40.73109628562732,POINT (-73.99718999862671 40.73109628562732)
-74.00777996246534,40.7405579801227,POINT (-74.00777996246534 40.7405579801227)
-74.00765959043375,40.74088398082356,POINT (-74.00765959043375 40.74088398082356)
-74.00519371032715,40.74706188749892,POINT (-74.00519371032715 40.74706188749892)
-73.99540195891137,40.759297303663125,POINT (-73.99540195891137 40.759297303663125)
-73.99499450544195,40.75957037308197,POINT (-73.99499450544195 40.75957037308197)
-73.99451244669774,40.76096940055251,POINT (-73.99451244669774 40.76096940055251)
-73.98224823531172,40.77219636856155,POINT (-73.98224823531172 40.77219636856155)
-73.98262023925781,40.77196187446204,POINT (-73.98262023925781 40.77196187446204)
-73.98216214776504,40.77082543131949,POINT (-73.98216214776504 40.77082543131949)
-73.98262023925781,40.77163686944753,POINT (-73.98262023925781 40.77163686944753)
-73.98270606994629,40.77114935894503,POINT (-73.98270606994629 40.77114935894503)
-73.96330162882805,40.77518644745349,POINT (-73.96330162882805 40.77518644745349)
-73.96387054002031,40.77451314636569,POINT (-73.96387054002031 40.77451314636569)
-73.9641058682518,40.77361447158453,POINT (-73.9641058682518 40.77361447158453)
-73.97226182280386,40.75609848201462,POINT (-73.97226182280386 40.75609848201462)
-73.965013,40.75516,POINT (-73.965013 40.75516)
-73.96477741308915,40.755831522299765,POINT (-73.96477741308915 40.755831522299765)
-73.97763388845729,40.778602124593874,POINT (-73.97763388845729 40.778602124593874)
-73.97777,40.778906,POINT (-73.97777 40.778906)
-73.9785808716572,40.778056,POINT (-73.9785808716572 40.778056)
-73.97862678587563,40.77784431287658,POINT (-73.97862678587563 40.77784431287658)
-73.98209327769995,40.77473050116933,POINT (-73.98209327769995 40.77473050116933)
-73.981176,40.774215,POINT (-73.981176 40.774215)
-73.982059,40.77348003217447,POINT (-73.982059 40.77348003217447)
-73.98242712020874,40.77160436885863,POINT (-73.98242712020874 40.77160436885863)
-73.98081917704376,40.78218865994027,POINT (-73.98081917704376 40.78218865994027)
-73.9808378,40.781947,POINT (-73.9808378 40.781947)
-73.98078474177368,40.7820977228824,POINT (-73.98078474177368 40.7820977228824)
-73.965872,40.764975,POINT (-73.965872 40.764975)
-73.96574167850812,40.76530284639733,POINT (-73.96574167850812 40.76530284639733)
-73.96566132324077,40.76531539761823,POINT (-73.96566132324077 40.76531539761823)
-73.96569903461761,40.76544599707017,POINT (-73.96569903461761 40.76544599707017)
-73.96589664928625,40.765186706026654,POINT (-73.96589664928625 40.765186706026654)
-73.965833,40.765305,POINT (-73.965833 40.765305)
-73.965684281892,40.765579034069255,POINT (-73.965684281892 40.765579034069255)
-74.00358438491821,40.74198972871025,POINT (-74.00358438491821 40.74198972871025)
-73.9878323650875,40.73823003977592,POINT (-73.9878323650875 40.73823003977592)
-73.98883668774458,40.73675198017696,POINT (-73.98883668774458 40.73675198017696)
-73.99138477421569,40.7498606448702,POINT (-73.99138477421569 40.7498606448702)
-73.98845672607422,40.74842740261896,POINT (-73.98845672607422 40.74842740261896)
-73.9813220500946,40.74448927837927,POINT (-73.9813220500946 40.74448927837927)
-73.98976065994738,40.73673498897392,POINT (-73.98976065994738 40.73673498897392)
-73.9905595779419,40.73652697126574,POINT (-73.9905595779419 40.73652697126574)
-73.99020829705454,40.7368875094195,POINT (-73.99020829705454 40.7368875094195)
-74.006838,40.735697,POINT (-74.006838 40.735697)
-74.00815883125908,40.73988979431176,POINT (-74.00815883125908 40.73988979431176)
-74.00347624542094,40.73616151907358,POINT (-74.00347624542094 40.73616151907358)
-74.00358438491821,40.74198972871025,POINT (-74.00358438491821 40.74198972871025)
-74.00285074427426,40.74086570328127,POINT (-74.00285074427426 40.74086570328127)
-74.00861104297583,40.740727951827786,POINT (-74.00861104297583 40.740727951827786)
-74.00676439672492,40.749131480420026,POINT (-74.00676439672492 40.749131480420026)
-74.0063856596638,40.74868382660058,POINT (-74.0063856596638 40.74868382660058)
-73.9678144454956,40.76232480057456,POINT (-73.9678144454956 40.76232480057456)
-73.96763001764619,40.7636878120714,POINT (-73.96763001764619 40.7636878120714)
-73.96983975271246,40.76265052421494,POINT (-73.96983975271246 40.76265052421494)
-74.01035088474381,40.719242138938775,POINT (-74.01035088474381 40.719242138938775)
-74.01572,40.78996,POINT (-74.01572 40.78996)
-74.01569319251284,40.78896958782038,POINT (-74.01569319251284 40.78896958782038)
-73.9902585,40.7265996,POINT (-73.9902585 40.7265996)
-73.98413296003302,40.76118101501861,POINT (-73.98413296003302 40.76118101501861)
-73.98492157459259,40.75916766431922,POINT (-73.98492157459259 40.75916766431922)
-73.98338198661804,40.72994180131132,POINT (-73.98338198661804 40.72994180131132)
-74.00225967250508,40.72643754620104,POINT (-74.00225967250508 40.72643754620104)
-74.00352789221326,40.72532305610781,POINT (-74.00352789221326 40.72532305610781)
-74.006403,40.739619,POINT (-74.006403 40.739619)
-74.00631105985126,40.7395508132289,POINT (-74.00631105985126 40.7395508132289)
-74.005814,40.740266,POINT (-74.005814 40.740266)
-73.98525553606459,40.74227764235143,POINT (-73.98525553606459 40.74227764235143)
-73.97644579410553,40.764827648876064,POINT (-73.97644579410553 40.764827648876064)
-73.98976065994738,40.73673498897392,POINT (-73.98976065994738 40.73673498897392)
-73.99040915951959,40.73709857380555,POINT (-73.99040915951959 40.73709857380555)
-73.99064540863037,40.73682775975944,POINT (-73.99064540863037 40.73682775975944)
-73.99020829705454,40.7368875094195,POINT (-73.99020829705454 40.7368875094195)
-74.00601983070374,40.73968518262072,POINT (-74.00601983070374 40.73968518262072)
-73.97686481988198,40.77549092729164,POINT (-73.97686481988198 40.77549092729164)
-74.00692,40.72983,POINT (-74.00692 40.72983)
-74.0070341029628,40.73030246006008,POINT (-74.0070341029628 40.73030246006008)
-73.98671325650845,40.75039602392596,POINT (-73.98671325650845 40.75039602392596)
-73.97293333921162,40.75515040150316,POINT (-73.97293333921162 40.75515040150316)
-73.95842134952545,40.76501048312605,POINT (-73.95842134952545 40.76501048312605)
-73.9571147754404,40.765701488503616,POINT (-73.9571147754404 40.765701488503616)
-73.99040315158283,40.73528249691621,POINT (-73.99040315158283 40.73528249691621)
-73.99056762456905,40.73573434642415,POINT (-73.99056762456905 40.73573434642415)
-73.9908281005557,40.73653170754329,POINT (-73.9908281005557 40.73653170754329)
-73.9908854896675,40.73662677399135,POINT (-73.9908854896675 40.73662677399135)
-73.98976065994738,40.73673498897392,POINT (-73.98976065994738 40.73673498897392)
-73.98927858804879,40.73654941641445,POINT (-73.98927858804879 40.73654941641445)
-73.98937041136092,40.73667358304944,POINT (-73.98937041136092 40.73667358304944)
-73.99083852767944,40.73688466553769,POINT (-73.99083852767944 40.73688466553769)
-73.96052425629026,40.781371364054685,POINT (-73.96052425629026 40.781371364054685)
-73.99983798076666,40.73316046224976,POINT (-73.99983798076666 40.73316046224976)
-74.00016508309845,40.73277491611723,POINT (-74.00016508309845 40.73277491611723)
-74.0014333166813,40.73226352358707,POINT (-74.0014333166813 40.73226352358707)
-74.01128768920898,40.76117085825042,POINT (-74.01128768920898 40.76117085825042)
-74.01128768920898,40.76117085825042,POINT (-74.01128768920898 40.76117085825042)
-74.00777996246534,40.7405579801227,POINT (-74.00777996246534 40.7405579801227)
-74.00761842727661,40.74068911286629,POINT (-74.00761842727661 40.74068911286629)
-73.95068596090888,40.77932013777914,POINT (-73.95068596090888 40.77932013777914)
-73.94936573145294,40.78133756458156,POINT (-73.94936573145294 40.78133756458156)
-73.94914186556423,40.78256005793536,POINT (-73.94914186556423 40.78256005793536)
-73.947982350916,40.78313405514467,POINT (-73.947982350916 40.78313405514467)
-73.97819995880127,40.783368543265446,POINT (-73.97819995880127 40.783368543265446)
-73.977128,40.78482,POINT (-73.977128 40.78482)
-73.97648334503174,40.78590309256444,POINT (-73.97648334503174 40.78590309256444)
-74.01128768920898,40.76117085825042,POINT (-74.01128768920898 40.76117085825042)
-73.99811064164594,40.74514799387085,POINT (-73.99811064164594 40.74514799387085)
-73.99875337430109,40.74452813911747,POINT (-73.99875337430109 40.74452813911747)
-74.00306307058074,40.750415997814365,POINT (-74.00306307058074 40.750415997814365)
-74.00161695161702,40.7508552860736,POINT (-74.00161695161702 40.7508552860736)
-73.98485380013902,40.760165448907706,POINT (-73.98485380013902 40.760165448907706)
-73.98492157459259,40.75916766431922,POINT (-73.98492157459259 40.75916766431922)
-73.98492157459259,40.75916766431922,POINT (-73.98492157459259 40.75916766431922)
-74.00127263596806,40.72798878413887,POINT (-74.00127263596806 40.72798878413887)
-73.99980166666667,40.72686016559601,POINT (-73.99980166666667 40.72686016559601)
-73.9994534913466,40.72698380005602,POINT (-73.9994534913466 40.72698380005602)
-73.9807189,40.7301443,POINT (-73.9807189 40.7301443)
-73.978603,40.728844,POINT (-73.978603 40.728844)
-73.97846034678166,40.72975027856076,POINT (-73.97846034678166 40.72975027856076)
-74.0093696283067,40.72607457753994,POINT (-74.0093696283067 40.72607457753994)
-74.000483751297,40.72717746169356,POINT (-74.000483751297 40.72717746169356)
-74.01128768920898,40.76117085825042,POINT (-74.01128768920898 40.76117085825042)
-73.991677457657,40.75977701596037,POINT (-73.991677457657 40.75977701596037)
-73.99119539057452,40.76042349214541,POINT (-73.99119539057452 40.76042349214541)
-73.99081707000732,40.77959903465128,POINT (-73.99081707000732 40.77959903465128)
-73.98907899856567,40.77922532171094,POINT (-73.98907899856567 40.77922532171094)
