geometry,lat,lon
POINT (-74.0095067024231 40.738087804883584),40.738087804883584,-74.0095067024231
POINT (-73.99018534133084 40.74997379864539),40.74997379864539,-73.99018534133084
POINT (-73.99574054634681 40.74415864694926),40.74415864694926,-73.99574054634681
POINT (-74.00216785536746 40.74525873293843),40.74525873293843,-74.00216785536746
POINT (-73.9908166227313 40.73441062140292),40.73441062140292,-73.9908166227313
POINT (-73.949068 40.711812),40.711812,-73.949068
POINT (-73.980818 40.72411),40.72411,-73.980818
POINT (-73.95915817523549 40.71697599250837),40.71697599250837,-73.95915817523549
POINT (-73.98452667169322 40.72024901420463),40.72024901420463,-73.98452667169322
POINT (-73.97426784038544 40.75332026820911),40.75332026820911,-73.97426784038544
POINT (-73.99030208587646 40.69834018178774),40.69834018178774,-73.99030208587646
POINT (-73.85490417480469 40.727486422997785),40.727486422997785,-73.85490417480469
POINT (-74.03191429973907 40.75412687549275),40.75412687549275,-74.03191429973907
POINT (-74.0060737 40.735482),40.735482,-74.0060737
POINT (-73.8871957167216 40.85538300369048),40.85538300369048,-73.8871957167216
POINT (-74.00079633163301 40.72336856758456),40.72336856758456,-74.00079633163301
POINT (-73.996361 40.719455),40.719455,-73.996361
POINT (-73.96664 40.769734),40.769734,-73.96664
POINT (-73.80400657653809 40.76253608361896),40.76253608361896,-73.80400657653809
POINT (-73.98034282192653 40.74251160248479),40.74251160248479,-73.98034282192653
POINT (-73.97403530977857 40.79170519831993),40.79170519831993,-73.97403530977857
POINT (-73.95865880705819 40.81586517490488),40.81586517490488,-73.95865880705819
POINT (-74.00426030158997 40.730465),40.730465,-74.00426030158997
POINT (-73.9872756811226 40.72842472502752),40.72842472502752,-73.9872756811226
POINT (-73.831738 40.764875),40.764875,-73.831738
POINT (-74.00636851787567 40.73406777108389),40.73406777108389,-74.00636851787567
POINT (-74.09978462415837 40.705272992073965),40.705272992073965,-74.09978462415837
POINT (-73.9991158246994 40.714464086511576),40.714464086511576,-73.9991158246994
POINT (-73.98286163806915 40.673497),40.673497,-73.98286163806915
POINT (-74.0059894 40.7358076),40.7358076,-74.0059894
POINT (-73.98780367007721 40.70303731992548),40.70303731992548,-73.98780367007721
POINT (-73.97475273514199 40.75761969781462),40.75761969781462,-73.97475273514199
POINT (-73.97912610229315 40.66998064735918),40.66998064735918,-73.97912610229315
