geometry,lat,lon
POINT (-73.95756248848197 40.72196809845332),40.72196809845332,-73.95756248848197
POINT (-73.95552481176175 40.72008247311523),40.72008247311523,-73.95552481176175
POINT (-73.99357639021292 40.750794799423865),40.750794799423865,-73.99357639021292
POINT (-73.99357639021292 40.750794799423865),40.750794799423865,-73.99357639021292
POINT (-74.00242035238995 40.73438433953743),40.73438433953743,-74.00242035238995
POINT (-74.01128622975797 40.70562784764689),40.70562784764689,-74.01128622975797
POINT (-73.99334746639536 40.72449429624432),40.72449429624432,-73.99334746639536
POINT (-73.996119 40.702634),40.702634,-73.996119
POINT (-73.98877355904663 40.7569743825982),40.7569743825982,-73.98877355904663
POINT (-73.95811021327972 40.7219614905452),40.7219614905452,-73.95811021327972
POINT (-73.996119 40.702634),40.702634,-73.996119
POINT (-73.985876 40.749886),40.749886,-73.985876
POINT (-73.98088216781616 40.72902307764932),40.72902307764932,-73.98088216781616
POINT (-73.9812840525862 40.780519780441466),40.780519780441466,-73.9812840525862
POINT (-73.98814227092514 40.74587751338479),40.74587751338479,-73.98814227092514
POINT (-73.98556262254715 40.74828059076867),40.74828059076867,-73.98556262254715
POINT (-73.97350072860723 40.7714256153356),40.7714256153356,-73.97350072860723
POINT (-73.97765684568093 40.76280409145191),40.76280409145191,-73.97765684568093
POINT (-73.957542 40.721941),40.721941,-73.957542
POINT (-73.99357639021292 40.750794799423865),40.750794799423865,-73.99357639021292
POINT (-73.99755477905273 40.729730414689584),40.729730414689584,-73.99755477905273
POINT (-73.99357639021292 40.750794799423865),40.750794799423865,-73.99357639021292
POINT (-74.0004233213868 40.73539435700936),40.73539435700936,-74.0004233213868
POINT (-73.994262 40.721291),40.721291,-73.994262
POINT (-74.00070451379366 40.75773304173479),40.75773304173479,-74.00070451379366
POINT (-74.00020525352173 40.7581439718145),40.7581439718145,-74.00020525352173
POINT (-73.94462431135794 40.7154764879666),40.7154764879666,-73.94462431135794
POINT (-73.98507 40.72999),40.72999,-73.98507
POINT (-73.95749934952617 40.7290867398654),40.7290867398654,-73.95749934952617
POINT (-73.987073 40.702435),40.702435,-73.987073
POINT (-73.99357639021292 40.750794799423865),40.750794799423865,-73.99357639021292
POINT (-74.001079 40.730887),40.730887,-74.001079
POINT (-74.00100198012031 40.75671096305903),40.75671096305903,-74.00100198012031
POINT (-74.00020525352173 40.7581439718145),40.7581439718145,-74.00020525352173
POINT (-73.9833702 40.726838),40.726838,-73.9833702
POINT (-74.00070451379366 40.75773304173479),40.75773304173479,-74.00070451379366
POINT (-74.00020525352173 40.7581439718145),40.7581439718145,-74.00020525352173
POINT (-73.945087 40.718862),40.718862,-73.945087
POINT (-73.94533610580748 40.71110040582892),40.71110040582892,-73.94533610580748
POINT (-73.9902427306349 40.760729419522136),40.760729419522136,-73.9902427306349
POINT (-73.99154663085938 40.75722129839836),40.75722129839836,-73.99154663085938
POINT (-73.98234006198565 40.75118872576315),40.75118872576315,-73.98234006198565
POINT (-73.98234006198565 40.75118872576315),40.75118872576315,-73.98234006198565
POINT (-73.95749934952617 40.7290867398654),40.7290867398654,-73.95749934952617
POINT (-73.99468461067411 40.72488010976164),40.72488010976164,-73.99468461067411
POINT (-74.00792355700952 40.70833915788416),40.70833915788416,-74.00792355700952
POINT (-73.95772320573079 40.78279380513436),40.78279380513436,-73.95772320573079
POINT (-73.956834 40.718792),40.718792,-73.956834
POINT (-73.9529819906575 40.72696442210574),40.72696442210574,-73.9529819906575
POINT (-73.957599 40.712852),40.712852,-73.957599
POINT (-74.000686 40.740758),40.740758,-74.000686
POINT (-74.000918 40.74206168),40.74206168,-74.000918
POINT (-73.94372 40.714625),40.714625,-73.94372
POINT (-73.958006 40.717607),40.717607,-73.958006
POINT (-73.95266054813497 40.726909198227226),40.726909198227226,-73.95266054813497
POINT (-73.95026693253654 40.72037340308851),40.72037340308851,-73.95026693253654
POINT (-73.99461507797241 40.72307952345678),40.72307952345678,-73.99461507797241
POINT (-73.97225618362427 40.71346789281921),40.71346789281921,-73.97225618362427
POINT (-73.95266054813497 40.726909198227226),40.726909198227226,-73.95266054813497
POINT (-73.95193156043277 40.720887299835525),40.720887299835525,-73.95193156043277
POINT (-73.97043666381022 40.70871728676712),40.70871728676712,-73.97043666381022
POINT (-74.00627662915872 40.70361490344364),40.70361490344364,-74.00627662915872
POINT (-73.94462431135794 40.7154764879666),40.7154764879666,-73.94462431135794
POINT (-74.01177398454458 40.70829790520411),40.70829790520411,-74.01177398454458
POINT (-74.01072978973389 40.70831184400125),40.70831184400125,-74.01072978973389
POINT (-74.01618003845215 40.70357833730756),40.70357833730756,-74.01618003845215
POINT (-73.95138625287338 40.72454685081306),40.72454685081306,-73.95138625287338
POINT (-73.95298773069769 40.72700139784567),40.72700139784567,-73.95298773069769
POINT (-73.9576428471231 40.733286583785095),40.733286583785095,-73.9576428471231
POINT (-73.95493933447395 40.733135270607015),40.733135270607015,-73.95493933447395
POINT (-73.9955323934555 40.72463254164776),40.72463254164776,-73.9955323934555
POINT (-73.94903280260148 40.71412238900447),40.71412238900447,-73.94903280260148
POINT (-73.95298773069769 40.72700139784567),40.72700139784567,-73.95298773069769
POINT (-73.954401 40.730691),40.730691,-73.954401
POINT (-73.95298773069769 40.72700139784567),40.72700139784567,-73.95298773069769
POINT (-73.95121405016653 40.724911483519726),40.724911483519726,-73.95121405016653
POINT (-73.9516560368056 40.72360525093282),40.72360525093282,-73.9516560368056
POINT (-73.9870834350586 40.7542792926831),40.7542792926831,-73.9870834350586
POINT (-73.99607339442916 40.76474603109947),40.76474603109947,-73.99607339442916
POINT (-73.99217674014386 40.73461264837887),40.73461264837887,-73.99217674014386
POINT (-73.95298773069769 40.72700139784567),40.72700139784567,-73.95298773069769
POINT (-73.96237246820378 40.72104355762504),40.72104355762504,-73.96237246820378
POINT (-73.96005359080041 40.71976187025162),40.71976187025162,-73.96005359080041
POINT (-73.951196 40.723733),40.723733,-73.951196
POINT (-73.96144836446048 40.71653437713537),40.71653437713537,-73.96144836446048
POINT (-73.94444435834885 40.71542773724695),40.71542773724695,-73.94444435834885
POINT (-73.993621 40.723862),40.723862,-73.993621
POINT (-73.991829 40.723955),40.723955,-73.991829
POINT (-73.99380657277833 40.75679141675533),40.75679141675533,-73.99380657277833
POINT (-73.9521841234126 40.72133752277011),40.72133752277011,-73.9521841234126
POINT (-73.95800446059427 40.71259816067313),40.71259816067313,-73.95800446059427
POINT (-73.9534592628479 40.730315791381706),40.730315791381706,-73.9534592628479
POINT (-73.95054245814391 40.72295174491038),40.72295174491038,-73.95054245814391
POINT (-73.95069122314453 40.72306326129451),40.72306326129451,-73.95069122314453
POINT (-73.96005359080041 40.71976187025162),40.71976187025162,-73.96005359080041
POINT (-73.94407898319382 40.72422234683543),40.72422234683543,-73.94407898319382
POINT (-73.99492563998128 40.72297374689018),40.72297374689018,-73.99492563998128
POINT (-73.95760840770957 40.71802617433132),40.71802617433132,-73.95760840770957
POINT (-73.95493933447395 40.733135270607015),40.733135270607015,-73.95493933447395
POINT (-73.95144939382743 40.7247799556091),40.7247799556091,-73.95144939382743
POINT (-73.98242041028934 40.74651677271072),40.74651677271072,-73.98242041028934
POINT (-73.97615888109496 40.74806626662213),40.74806626662213,-73.97615888109496
POINT (-74.000721 40.740784),40.740784,-74.000721
POINT (-73.9939557821161 40.7412605405352),40.7412605405352,-73.9939557821161
POINT (-73.94745425283135 40.71127817194256),40.71127817194256,-73.94745425283135
POINT (-73.95298773069769 40.72700139784567),40.72700139784567,-73.95298773069769
POINT (-73.95129203796387 40.71994085251552),40.71994085251552,-73.95129203796387
POINT (-73.9955323934555 40.72463254164776),40.72463254164776,-73.9955323934555
POINT (-73.993383 40.722446),40.722446,-73.993383
POINT (-73.991829 40.723955),40.723955,-73.991829
POINT (-73.99381805042381 40.72406050200796),40.72406050200796,-73.99381805042381
POINT (-73.956834 40.718792),40.718792,-73.956834
POINT (-73.957506 40.717685),40.717685,-73.957506
POINT (-73.95874490511197 40.71348448915188),40.71348448915188,-73.95874490511197
POINT (-73.95801020048516 40.7133491203175),40.7133491203175,-73.95801020048516
POINT (-73.95784416666666 40.713207),40.713207,-73.95784416666666
POINT (-73.9571664346905 40.71290471227695),40.71290471227695,-73.9571664346905
POINT (-73.957212 40.712974),40.712974,-73.957212
POINT (-73.950759 40.714227),40.714227,-73.950759
POINT (-73.95266054813497 40.726909198227226),40.726909198227226,-73.95266054813497
POINT (-73.98368835767094 40.75372797263211),40.75372797263211,-73.98368835767094
POINT (-73.98222527863638 40.75096055587933),40.75096055587933,-73.98222527863638
POINT (-73.95493933447395 40.733135270607015),40.733135270607015,-73.95493933447395
POINT (-73.98368835767094 40.75372797263211),40.75372797263211,-73.98368835767094
POINT (-73.9521841234126 40.72133752277011),40.72133752277011,-73.9521841234126
POINT (-73.95266054813497 40.726909198227226),40.726909198227226,-73.95266054813497
POINT (-73.99365 40.74174),40.74174,-73.99365
POINT (-73.95814221792891 40.71053732862723),40.71053732862723,-73.95814221792891
POINT (-73.96644115447998 40.74260751232707),40.74260751232707,-73.96644115447998
POINT (-74.00627662915872 40.70361490344364),40.70361490344364,-74.00627662915872
POINT (-73.99968877600872 40.72224194464853),40.72224194464853,-73.99968877600872
POINT (-73.9961078269564 40.723919870910656),40.723919870910656,-73.9961078269564
POINT (-73.95298773069769 40.72700139784567),40.72700139784567,-73.95298773069769
POINT (-73.99562003224344 40.73896483841247),40.73896483841247,-73.99562003224344
POINT (-74.00112917093159 40.719775782470485),40.719775782470485,-74.00112917093159
POINT (-73.994586 40.728098),40.728098,-73.994586
POINT (-73.99503350257874 40.72798238419726),40.72798238419726,-73.99503350257874
POINT (-73.99607419967651 40.72609608583284),40.72609608583284,-73.99607419967651
POINT (-73.952215 40.723429),40.723429,-73.952215
POINT (-73.9905595779419 40.73652697126574),40.73652697126574,-73.9905595779419
POINT (-73.99149 40.740016),40.740016,-73.99149
POINT (-73.98925563221387 40.738265933078615),40.738265933078615,-73.98925563221387
POINT (-73.99102896237186 40.73354816138232),40.73354816138232,-73.99102896237186
POINT (-73.995241 40.72159035000001),40.72159035000001,-73.995241
POINT (-73.99754251009294 40.72171009287581),40.72171009287581,-73.99754251009294
POINT (-73.94630620854251 40.72534396416295),40.72534396416295,-73.94630620854251
POINT (-74.00627662915872 40.70361490344364),40.70361490344364,-74.00627662915872
POINT (-73.96644115447998 40.74260751232707),40.74260751232707,-73.96644115447998
POINT (-73.96005359080041 40.71976187025162),40.71976187025162,-73.96005359080041
