,uid,item_id,timestamp
0,1,1,1
1,1,2,2
2,1,3,3
3,1,4,4
4,1,5,5
5,1,6,6
6,1,7,7
7,1,8,8
8,1,9,9
9,1,10,10
10,1,7,11
11,1,11,12
12,1,12,13
13,1,13,14
14,1,14,15
15,1,15,16
16,1,1,17
17,1,15,18
18,1,15,19
19,1,15,20
20,1,16,21
21,1,17,22
22,1,18,23
23,1,19,24
24,1,20,25
25,1,21,26
26,1,22,27
27,1,23,28
28,1,24,29
29,1,25,30
30,1,26,31
31,1,26,32
32,1,27,33
33,1,28,34
34,1,29,35
35,1,30,36
36,1,31,37
37,1,32,38
38,1,33,39
39,1,34,40
40,1,35,41
41,1,36,42
42,1,37,43
43,1,38,44
44,1,39,45
45,1,40,46
46,1,41,47
47,1,42,48
48,1,43,49
49,1,44,50
50,1,45,51
51,1,46,52
52,1,47,53
53,1,48,54
54,1,49,55
55,1,50,56
56,1,51,57
57,1,52,58
58,1,53,59
59,1,54,60
60,1,55,61
61,1,17,62
62,1,17,63
63,1,56,64
64,1,57,65
65,1,58,66
66,1,59,67
67,1,55,68
68,1,35,69
69,1,60,70
70,1,61,71
71,1,62,72
72,1,63,73
73,1,64,74
74,1,65,75
75,1,66,76
76,1,8,77
77,1,67,78
78,1,8,79
79,1,15,80
80,1,68,81
81,1,15,82
82,1,69,83
83,1,70,84
84,1,17,85
85,1,11,86
86,1,8,87
87,1,71,88
88,1,57,89
89,1,1,90
90,1,11,91
91,1,72,92
92,1,73,93
93,1,11,94
94,1,15,95
95,1,74,96
96,1,57,97
97,1,75,98
98,1,76,99
99,1,77,100
100,1,78,101
101,1,79,102
102,1,34,103
103,1,80,104
104,1,81,105
105,1,14,106
106,1,17,107
107,1,15,108
108,1,15,109
109,1,991,110
110,1,1726,111
111,1,314,112
112,1,991,113
113,1,15,114
114,1,15,115
115,1,314,116
116,1,35,117
117,1,3,118
118,1,869,119
119,1,35,120
120,1,3,121
121,1,265,122
122,1,359,123
123,1,35,124
124,1,15,125
125,1,1,126
126,1,265,127
127,1,1726,128
128,1,15,129
129,1,35,130
130,2,82,1
131,2,83,2
132,2,84,3
133,2,85,4
134,2,86,5
135,2,87,6
136,2,88,7
137,2,89,8
138,2,90,9
139,2,91,10
140,2,92,11
141,2,93,12
142,2,94,13
143,2,95,14
144,2,93,15
145,2,96,16
146,2,91,17
147,2,97,18
148,2,98,19
149,2,99,20
150,2,100,21
151,2,101,22
152,2,102,23
153,2,103,24
154,2,104,25
155,2,35,26
156,2,105,27
157,2,104,28
158,2,91,29
159,2,106,30
160,2,107,31
161,2,108,32
162,2,109,33
163,2,110,34
164,2,111,35
165,2,112,36
166,2,113,37
167,2,114,38
168,2,115,39
169,2,116,40
170,2,117,41
171,2,118,42
172,2,105,43
173,2,119,44
174,2,120,45
175,2,121,46
176,2,122,47
177,2,123,48
178,2,124,49
179,2,125,50
180,2,126,51
181,2,90,52
182,2,127,53
183,2,128,54
184,2,129,55
185,2,130,56
186,2,131,57
187,2,132,58
188,2,133,59
189,2,107,60
190,2,134,61
191,2,125,62
192,2,135,63
193,2,136,64
194,2,137,65
195,2,138,66
196,2,139,67
197,2,140,68
198,2,124,69
199,2,140,70
200,2,141,71
201,2,142,72
202,2,128,73
203,2,143,74
204,2,144,75
205,2,145,76
206,2,146,77
207,2,147,78
208,2,148,79
209,2,149,80
210,2,150,81
211,2,144,82
212,2,151,83
213,2,91,84
214,2,42,85
215,2,93,86
216,2,91,87
217,2,42,88
218,2,152,89
219,2,153,90
220,2,154,91
221,2,155,92
222,2,156,93
223,2,28,94
224,2,157,95
225,2,42,96
226,2,35,97
227,2,158,98
228,2,104,99
229,2,159,100
230,2,160,101
231,2,161,102
232,2,91,103
233,2,28,104
234,2,162,105
235,2,163,106
236,2,164,107
237,2,165,108
238,2,166,109
239,2,167,110
240,2,90,111
241,2,168,112
242,2,91,113
243,2,169,114
244,2,93,115
245,2,93,116
246,2,93,117
247,2,35,118
248,2,125,119
249,2,90,120
250,2,90,121
251,2,869,122
252,2,991,123
253,2,359,124
254,2,869,125
255,2,314,126
256,2,314,127
257,2,42,128
258,2,3,129
259,2,359,130
260,2,42,131
261,2,93,132
262,2,35,133
263,2,1726,134
264,2,42,135
265,2,226,136
266,2,265,137
267,2,42,138
268,2,42,139
269,2,6467,140
270,2,991,141
271,2,91,142
272,3,170,1
273,3,171,2
274,3,172,3
275,3,170,4
276,3,173,5
277,3,174,6
278,3,175,7
279,3,170,8
280,3,171,9
281,3,176,10
282,3,177,11
283,3,178,12
284,3,174,13
285,3,170,14
286,3,179,15
287,3,180,16
288,3,179,17
289,3,179,18
290,3,181,19
291,3,170,20
292,3,179,21
293,3,176,22
294,3,179,23
295,3,179,24
296,3,175,25
297,3,179,26
298,3,182,27
299,3,183,28
300,3,184,29
301,3,185,30
302,3,177,31
303,3,186,32
304,3,178,33
305,3,187,34
306,3,182,35
307,3,174,36
308,3,170,37
309,3,171,38
310,3,179,39
311,3,188,40
312,3,185,41
313,3,182,42
314,3,189,43
315,3,190,44
316,3,191,45
317,3,186,46
318,3,186,47
319,3,177,48
320,3,192,49
321,3,183,50
322,3,170,51
323,3,193,52
324,3,182,53
325,3,185,54
326,3,177,55
327,3,177,56
328,3,194,57
329,3,178,58
330,3,174,59
331,3,185,60
332,3,174,61
333,3,178,62
334,3,174,63
335,3,185,64
336,3,177,65
337,3,193,66
338,3,171,67
339,3,178,68
340,3,195,69
341,3,175,70
342,3,170,71
343,3,179,72
344,3,182,73
345,3,195,74
346,3,175,75
347,3,171,76
348,3,196,77
349,3,171,78
350,3,179,79
351,3,170,80
352,3,179,81
353,3,197,82
354,3,175,83
355,3,170,84
356,3,171,85
357,3,179,86
358,3,179,87
359,3,182,88
